hr1178-111	Dent, Charles W.	0
hr1179-111	Smith, Christopher H.	0
hr118-111	Frelinghuysen, Rodney P.	0
hr1180-111	Neugebauer, Randy	0
hr1181-111	Ackerman, Gary L.	0
hr1182-111	Carter, John R.	0
hr1183-111	Cassidy, Bill	0
hr1184-111	Cassidy, Bill	0
hr1185-111	Castor, Kathy	0
hr1186-111	Forbes, J. Randy	0
hr1187-111	Frelinghuysen, Rodney P.	0
hr1188-111	Gordon, Bart	0
hr1189-111	Granger, Kay	0
hr119-111	Frelinghuysen, Rodney P.	0
hr1190-111	Herseth Sandlin, Stephanie	0
hr1191-111	Inslee, Jay	0
hr1192-111	Johnson, Eddie Bernice	0
hr1193-111	Kennedy, Patrick J.	0
hr1194-111	Langevin, James R.	0
hr1195-111	Larson, John B.	0
hr1196-111	Lofgren, Zoe	0
hr1197-111	Mitchell, Harry E.	0
hr1198-111	Moran, James P.	0
hr1199-111	Myrick, Sue Wilkins	0
hr12-111	DeLauro, Rosa L.	0
hr120-111	Frelinghuysen, Rodney P.	0
hr1200-111	McDermott, Jim	0
hr1201-111	Salazar, John T.	0
hr1202-111	Sherman, Brad	0
hr1203-111	Van Hollen, Chris	0
hr1204-111	Weiner, Anthony D.	0
hr1205-111	Crenshaw, Ander	0
hr1206-111	Ros-Lehtinen, Ileana	0
hr1207-111	Paul, Ron	0
hr1208-111	Ros-Lehtinen, Ileana	0
hr1209-111	Carney, Christopher P.	1
hr121-111	Frelinghuysen, Rodney P.	0
hr1210-111	Eshoo, Anna G.	0
hr1211-111	Herseth Sandlin, Stephanie	0
hr1212-111	Kanjorski, Paul E.	0
hr1213-111	Green, Gene	0
hr1214-111	Gutierrez, Luis V.	0
hr1215-111	Roybal-Allard, Lucille	0
hr1216-111	Akin, W. Todd	0
hr1217-111	Akin, W. Todd	0
hr1218-111	Akin, W. Todd	0
hr1219-111	Bilbray, Brian P.	0
hr122-111	Frelinghuysen, Rodney P.	0
hr1220-111	Boren, Dan	0
hr1221-111	Brady, Kevin	0
hr1222-111	Braley, Bruce L.	0
hr1223-111	Foxx, Virginia	0
hr1224-111	Grijalva, Raul M.	0
hr1225-111	Harman, Jane	0
hr1226-111	Herseth Sandlin, Stephanie	0
hr1227-111	Johnson, Eddie Bernice	0
hr1228-111	King, Peter T.	0
hr1229-111	King, Peter T.	0
hr123-111	Gallegly, Elton	0
hr1230-111	Matsui, Doris O.	0
hr1231-111	Moore, Gwen	0
hr1232-111	Ortiz, Solomon P.	0
hr1233-111	Paul, Ron	0
hr1234-111	Pitts, Joseph R.	0
hr1235-111	Rangel, Charles B.	0
hr1236-111	Rothman, Steven R.	0
hr1237-111	Sanchez, Linda T.	0
